CodigoFabricante;Nome;Descricao;Categoria;Subcategoria;Marca;Voltagem;Amperagem;Aplicacao;ImagemLocal;Segmento
TER-PRI-05;Terminal faston 6.3 femea;Terminal faston 6.3 femea pacote;Terminais;Conexao;PRIMOX;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_TER-PRI-05.png;Ambos
TER-PRI-06;Terminal faston 4.8;Terminal faston 4.8 pacote;Terminais;Conexao;PRIMOX;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_TER-PRI-06.png;Ambos
TER-PRI-07;Terminal bala macho;Terminal bala macho pacote;Terminais;Conexao;PRIMOX;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_TER-PRI-07.png;Ambos
TER-PRI-08;Terminal bala femea;Terminal bala femea pacote;Terminais;Conexao;PRIMOX;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_TER-PRI-08.png;Ambos
TER-PRI-09;Terminal bateria positivo;Terminal bateria positivo pacote;Terminais;Conexao;PRIMOX;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_TER-PRI-09.png;Ambos
TER-PRI-10;Terminal bateria negativo;Terminal bateria negativo pacote;Terminais;Conexao;PRIMOX;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_TER-PRI-10.png;Ambos
TER-PRI-11;Emenda termorretratil kit;Emenda termorretratil kit pacote;Terminais;Conexao;PRIMOX;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_TER-PRI-11.png;Ambos
TER-PRI-12;Luva isolante kit;Luva isolante kit pacote;Terminais;Conexao;PRIMOX;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_TER-PRI-12.png;Ambos
CON-PRI-01;Conector Deutsch 2 vias;Conector Deutsch 2 vias par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-01.png;Ambos
CON-PRI-02;Conector Deutsch 4 vias;Conector Deutsch 4 vias par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-02.png;Ambos
CON-PRI-03;Conector Deutsch 6 vias;Conector Deutsch 6 vias par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-03.png;Ambos
CON-PRI-04;Conector Weather Pack 2;Conector Weather Pack 2 par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-04.png;Ambos
CON-PRI-05;Conector Weather Pack 4;Conector Weather Pack 4 par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-05.png;Ambos
CON-PRI-06;Conector Superseal 2;Conector Superseal 2 par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-06.png;Ambos
CON-PRI-07;Conector Superseal 4;Conector Superseal 4 par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-07.png;Ambos
CON-PRI-08;Conector Metri-Pack 2;Conector Metri-Pack 2 par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-08.png;Ambos
CON-PRI-09;Conector Metri-Pack 4;Conector Metri-Pack 4 par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-09.png;Ambos
CON-PRI-10;Conector sensor oxigenio;Conector sensor oxigenio par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-10.png;Ambos
CON-PRI-11;Conector farol H4;Conector farol H4 par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-11.png;Ambos
CON-PRI-12;Conector farol H7;Conector farol H7 par;Conectores;Selado;PRIMOX;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_CON-PRI-12.png;Ambos
CHI-DNI-01-12V;Chicote alternador universal 12V;Chicote alternador universal;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-01-12V.png;Leve
CHI-DNI-01-24V;Chicote alternador universal 24V;Chicote alternador universal;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-01-24V.png;Pesado
CHI-DNI-02-12V;Chicote partida universal 12V;Chicote partida universal;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-02-12V.png;Leve
CHI-DNI-02-24V;Chicote partida universal 24V;Chicote partida universal;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-02-24V.png;Pesado
CHI-DNI-03-12V;Chicote farol H4 12V;Chicote farol H4;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-03-12V.png;Leve
CHI-DNI-03-24V;Chicote farol H4 24V;Chicote farol H4;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-03-24V.png;Pesado
CHI-DNI-04-12V;Chicote farol H7 12V;Chicote farol H7;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-04-12V.png;Leve
CHI-DNI-04-24V;Chicote farol H7 24V;Chicote farol H7;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-04-24V.png;Pesado
CHI-DNI-05-12V;Chicote lanterna traseira 12V;Chicote lanterna traseira;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-05-12V.png;Leve
CHI-DNI-05-24V;Chicote lanterna traseira 24V;Chicote lanterna traseira;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-05-24V.png;Pesado
CHI-DNI-06-12V;Chicote sensor ABS 12V;Chicote sensor ABS;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-06-12V.png;Leve
CHI-DNI-06-24V;Chicote sensor ABS 24V;Chicote sensor ABS;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-06-24V.png;Pesado
CHI-DNI-07-12V;Chicote injecao 4 vias 12V;Chicote injecao 4 vias;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-07-12V.png;Leve
CHI-DNI-07-24V;Chicote injecao 4 vias 24V;Chicote injecao 4 vias;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-07-24V.png;Pesado
CHI-DNI-08-12V;Chicote injecao 6 vias 12V;Chicote injecao 6 vias;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-08-12V.png;Leve
CHI-DNI-08-24V;Chicote injecao 6 vias 24V;Chicote injecao 6 vias;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-08-24V.png;Pesado
CHI-DNI-09-12V;Chicote bomba combustivel 12V;Chicote bomba combustivel;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-09-12V.png;Leve
CHI-DNI-09-24V;Chicote bomba combustivel 24V;Chicote bomba combustivel;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-09-24V.png;Pesado
CHI-DNI-10-12V;Chicote ar condicionado 12V;Chicote ar condicionado;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-10-12V.png;Leve
CHI-DNI-10-24V;Chicote ar condicionado 24V;Chicote ar condicionado;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-10-24V.png;Pesado
CHI-DNI-11-12V;Extensao OBD2 1.5m 12V;Extensao OBD2 1.5m;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-11-12V.png;Leve
CHI-DNI-11-24V;Extensao OBD2 1.5m 24V;Extensao OBD2 1.5m;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-11-24V.png;Pesado
CHI-DNI-12-12V;Cabo diagnostico J1939 12V;Cabo diagnostico J1939;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-12-12V.png;Leve
CHI-DNI-12-24V;Cabo diagnostico J1939 24V;Cabo diagnostico J1939;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-12-24V.png;Pesado
CHI-DNI-13-12V;Chicote camera re 12V;Chicote camera re;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-13-12V.png;Leve
CHI-DNI-13-24V;Chicote camera re 24V;Chicote camera re;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-13-24V.png;Pesado
CHI-DNI-14-12V;Chicote som / multimídia 12V;Chicote som / multimídia;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-14-12V.png;Leve
CHI-DNI-14-24V;Chicote som / multimídia 24V;Chicote som / multimídia;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-14-24V.png;Pesado
CHI-DNI-15-12V;Reparo chicote porta 12V;Reparo chicote porta;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-15-12V.png;Leve
CHI-DNI-15-24V;Reparo chicote porta 24V;Reparo chicote porta;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-15-24V.png;Pesado
CHI-DNI-16-12V;Reparo chicote painel 12V;Reparo chicote painel;Chicotes;Reparo;DNI;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-16-12V.png;Leve
CHI-DNI-16-24V;Reparo chicote painel 24V;Reparo chicote painel;Chicotes;Reparo;DNI;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CHI-DNI-16-24V.png;Pesado
TER-DNI-01;Terminal olhal M6;Terminal olhal M6 pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-01.png;Ambos
TER-DNI-02;Terminal olhal M8;Terminal olhal M8 pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-02.png;Ambos
TER-DNI-03;Terminal olhal M10;Terminal olhal M10 pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-03.png;Ambos
TER-DNI-04;Terminal faston 6.3 macho;Terminal faston 6.3 macho pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-04.png;Ambos
TER-DNI-05;Terminal faston 6.3 femea;Terminal faston 6.3 femea pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-05.png;Ambos
TER-DNI-06;Terminal faston 4.8;Terminal faston 4.8 pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-06.png;Ambos
TER-DNI-07;Terminal bala macho;Terminal bala macho pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-07.png;Ambos
TER-DNI-08;Terminal bala femea;Terminal bala femea pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-08.png;Ambos
TER-DNI-09;Terminal bateria positivo;Terminal bateria positivo pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-09.png;Ambos
TER-DNI-10;Terminal bateria negativo;Terminal bateria negativo pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-10.png;Ambos
TER-DNI-11;Emenda termorretratil kit;Emenda termorretratil kit pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-11.png;Ambos
TER-DNI-12;Luva isolante kit;Luva isolante kit pacote;Terminais;Conexao;DNI;;;Instalacao;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_TER-DNI-12.png;Ambos
CON-DNI-01;Conector Deutsch 2 vias;Conector Deutsch 2 vias par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-01.png;Ambos
CON-DNI-02;Conector Deutsch 4 vias;Conector Deutsch 4 vias par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-02.png;Ambos
CON-DNI-03;Conector Deutsch 6 vias;Conector Deutsch 6 vias par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-03.png;Ambos
CON-DNI-04;Conector Weather Pack 2;Conector Weather Pack 2 par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-04.png;Ambos
CON-DNI-05;Conector Weather Pack 4;Conector Weather Pack 4 par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-05.png;Ambos
CON-DNI-06;Conector Superseal 2;Conector Superseal 2 par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-06.png;Ambos
CON-DNI-07;Conector Superseal 4;Conector Superseal 4 par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-07.png;Ambos
CON-DNI-08;Conector Metri-Pack 2;Conector Metri-Pack 2 par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-08.png;Ambos
CON-DNI-09;Conector Metri-Pack 4;Conector Metri-Pack 4 par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-09.png;Ambos
CON-DNI-10;Conector sensor oxigenio;Conector sensor oxigenio par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-10.png;Ambos
CON-DNI-11;Conector farol H4;Conector farol H4 par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-11.png;Ambos
CON-DNI-12;Conector farol H7;Conector farol H7 par;Conectores;Selado;DNI;;;Motor bay / chicote;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\DNI_CON-DNI-12.png;Ambos
CHI-UET-01-12V;Chicote alternador universal 12V;Chicote alternador universal;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-01-12V.png;Leve
CHI-UET-01-24V;Chicote alternador universal 24V;Chicote alternador universal;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-01-24V.png;Pesado
CHI-UET-02-12V;Chicote partida universal 12V;Chicote partida universal;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-02-12V.png;Leve
CHI-UET-02-24V;Chicote partida universal 24V;Chicote partida universal;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-02-24V.png;Pesado
CHI-UET-03-12V;Chicote farol H4 12V;Chicote farol H4;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-03-12V.png;Leve
CHI-UET-03-24V;Chicote farol H4 24V;Chicote farol H4;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-03-24V.png;Pesado
CHI-UET-04-12V;Chicote farol H7 12V;Chicote farol H7;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-04-12V.png;Leve
CHI-UET-04-24V;Chicote farol H7 24V;Chicote farol H7;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-04-24V.png;Pesado
CHI-UET-05-12V;Chicote lanterna traseira 12V;Chicote lanterna traseira;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-05-12V.png;Leve
CHI-UET-05-24V;Chicote lanterna traseira 24V;Chicote lanterna traseira;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-05-24V.png;Pesado
CHI-UET-06-12V;Chicote sensor ABS 12V;Chicote sensor ABS;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-06-12V.png;Leve
CHI-UET-06-24V;Chicote sensor ABS 24V;Chicote sensor ABS;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-06-24V.png;Pesado
CHI-UET-07-12V;Chicote injecao 4 vias 12V;Chicote injecao 4 vias;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-07-12V.png;Leve
CHI-UET-07-24V;Chicote injecao 4 vias 24V;Chicote injecao 4 vias;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-07-24V.png;Pesado
CHI-UET-08-12V;Chicote injecao 6 vias 12V;Chicote injecao 6 vias;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-08-12V.png;Leve
CHI-UET-08-24V;Chicote injecao 6 vias 24V;Chicote injecao 6 vias;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-08-24V.png;Pesado
CHI-UET-09-12V;Chicote bomba combustivel 12V;Chicote bomba combustivel;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-09-12V.png;Leve
CHI-UET-09-24V;Chicote bomba combustivel 24V;Chicote bomba combustivel;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-09-24V.png;Pesado
CHI-UET-10-12V;Chicote ar condicionado 12V;Chicote ar condicionado;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-10-12V.png;Leve
CHI-UET-10-24V;Chicote ar condicionado 24V;Chicote ar condicionado;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-10-24V.png;Pesado
CHI-UET-11-12V;Extensao OBD2 1.5m 12V;Extensao OBD2 1.5m;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-11-12V.png;Leve
CHI-UET-11-24V;Extensao OBD2 1.5m 24V;Extensao OBD2 1.5m;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-11-24V.png;Pesado
CHI-UET-12-12V;Cabo diagnostico J1939 12V;Cabo diagnostico J1939;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-12-12V.png;Leve
CHI-UET-12-24V;Cabo diagnostico J1939 24V;Cabo diagnostico J1939;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-12-24V.png;Pesado
CHI-UET-13-12V;Chicote camera re 12V;Chicote camera re;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-13-12V.png;Leve
CHI-UET-13-24V;Chicote camera re 24V;Chicote camera re;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-13-24V.png;Pesado
CHI-UET-14-12V;Chicote som / multimídia 12V;Chicote som / multimídia;Chicotes;Reparo;UETA;12V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-14-12V.png;Leve
CHI-UET-14-24V;Chicote som / multimídia 24V;Chicote som / multimídia;Chicotes;Reparo;UETA;24V;;Eletrica veicular;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\UETA_CHI-UET-14-24V.png;Pesado
