DataHora=2026-09-26T14:05:34.5341682-03:00 | Nivel=INFO | Usuario=Nao autenticado | Perfil=Sem perfil | Tela=Geral | Acao=Inicializando estrutura do banco SQLite em 'C:\Users\campo\AppData\Local\Temp\primox-c113-smoke-20260926_140533\primoauto_operacional.db'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:26.2882633-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterDadosOrcamentos(limit=250) concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:26.2892848-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterDadosCaixa(limit=250) concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:26.2922202-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterDemonstrativoResultado concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:26.2935908-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterTicketMedio concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:26.2945093-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterTotalClientes concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:26.2955339-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterProdutosSemGiro concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:26.2966380-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterConversaoOrcamentos concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:26.2982554-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterResumoConsistenciaOperacional concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:26.3548640-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Auditoria | Acao=ObterAuditoriaPaginada(pagina=1, tamanho=100) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:26.3567233-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Auditoria | Acao=ObterCategoriasAuditoriaOperacional concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:26.4328727-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=Workspace de relatorios carregado com 0 vendas, 104 clientes e 100 eventos de auditoria exibidos. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:28.3130685-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:28.3136965-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:28.3142165-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:28.6730158-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:28.6823572-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:28.7071566-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:28.7094678-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Financeiro | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:28.7099774-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Financeiro | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:28.7105329-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Financeiro'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:29.1874811-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:29.2000140-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:29.2738767-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:30.5332828-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:30.5338929-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:30.5344158-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:31.0465880-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Funcionarios | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:31.0473151-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Funcionarios | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:31.0479959-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Funcionarios'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:31.8911590-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:31.8919216-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:31.8924631-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:32.2345218-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Fornecedores | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:32.2351840-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Fornecedores | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:32.2357210-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Fornecedores'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:33.0983822-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:33.0990101-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:33.0995482-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:33.4317826-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: BaseConhecimento | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:33.4324485-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: BaseConhecimento | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:33.4329862-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'BaseConhecimento'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:34.2869127-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:34.2876060-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:34.2881442-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:34.6140897-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: NecessidadesCompra | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:34.6148157-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: NecessidadesCompra | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:34.6153497-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'NecessidadesCompra'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:35.3343040-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:35.3349281-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:35.3354968-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:35.6816779-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Ferramentas | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:35.6824095-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Ferramentas | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:35.6829736-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Ferramentas'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:36.5454839-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:36.5460980-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:36.5466491-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:36.9185885-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: CatalogoPecas | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:36.9193483-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: CatalogoPecas | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:36.9198871-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'CatalogoPecas'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:37.2569903-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Catalogo veiculos: seed +0 veiculos, +0 vinculos peca↔veiculo. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:38.3251609-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:38.3257502-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:38.3262717-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:38.8361634-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Estoque | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:38.8368545-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Estoque | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:38.8373858-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Estoque'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:38.8858406-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Estoque | Acao=Estoque: listagem carregou 556 produto(s). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:39.0377365-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Estoque | Acao=Estoque layout: rootH=885; headerH=59; actionBarH=140; actionBarVis=Visible; metricsH=84; metricsVis=Visible; stateHostH=575; contentH=575; contentVis=Visible; loadingH=0; loadingVis=Collapsed; emptyH=0; emptyVis=Collapsed; errorH=0; errorVis=Collapsed; dataGridH=427; gridItems=556; totalTxt=556 | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:39.9214968-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:39.9221080-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:39.9226886-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:40.3543087-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: AutoEletricaTecnica | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:40.3549652-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: AutoEletricaTecnica | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:40.3555301-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'AutoEletricaTecnica'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:41.7514650-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:41.7522017-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:41.7527533-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:42.5086759-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Veiculos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:42.5093539-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Veiculos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:42.5099415-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Veiculos'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:43.4849987-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:43.4857599-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:43.4863142-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:44.0141458-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Clientes | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:44.0148468-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Clientes | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:44.0154267-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Clientes'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:45.1622121-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:45.1628528-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:45.1633967-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:45.6493733-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: FiscalOperacoes | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:45.6501509-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: FiscalOperacoes | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:45.6507496-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'FiscalOperacoes'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:46.5083322-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:46.5089673-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:46.5095083-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:46.8304094-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Abertura da pagina de importacao NF-e. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:46.8386039-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: ImportarNFe | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:46.8391955-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: ImportarNFe | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:46.8397489-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'ImportarNFe'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:47.6535390-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:47.6541380-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:47.6546863-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:48.0048203-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: PDV | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:48.0054567-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: PDV | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:48.0060143-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'PDV'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:48.1425452-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=PDV | Acao=Diagnostico de impressao do PDV: Default=Microsoft Print to PDF / Fisica=False / Instaladas=1 / Microsoft Print to PDF [Driver=Microsoft Print To PDF; Porta=PORTPROMPT:; Default=True; Virtual=True; Offline=False; Shared=False] | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:48.1437209-03:00 | Nivel=WARN | Usuario=Smoke Test | Perfil=Administrador | Tela=PDV | Acao=Nenhuma impressora fisica foi detectada para homologacao final do PDV. O ambiente atual depende apenas de fila virtual. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:48.8410705-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:48.8416456-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:48.8421838-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:49.5474095-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: OficinaKanban | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:49.5480935-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: OficinaKanban | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:49.5487666-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'OficinaKanban'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:50.4543199-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:50.4549799-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:50.4555191-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:50.8540750-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: OrdensServico | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:50.8548276-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: OrdensServico | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:50.8553869-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'OrdensServico'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:51.7173571-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:51.7179994-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:51.7185435-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:52.3290614-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Orcamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:52.3298042-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Orcamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:52.3303900-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Orcamentos'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:53.1797481-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:10:53.1804383-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
