ID,Tela,Arquivo,Elemento,Rotulo,Handler,Tipo,Risco,Classificacao,Observacao
BTN-0417,PDVControl,UserControls\PDVControl.xaml,AplicarDescontoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Apply]}",AplicarDescontoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0418,PDVControl,UserControls\PDVControl.xaml,PagamentoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[FinalizeSaleShortcut]}",PagamentoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0419,PDVControl,UserControls\PDVControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[CancelSaleShortcut]}",CancelarVendaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0420,PDVControl,UserControls\PDVControl.xaml,SuspenderVendaButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[SuspendShortcut]}",SuspenderVendaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0421,PDVControl,UserControls\PDVControl.xaml,RetomarVendaSuspensaButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[ResumeShortcut]}",RetomarVendaSuspensaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0422,PDVControl,UserControls\PDVControl.xaml,DinheiroButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cash]}",FormaPagamentoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0423,PDVControl,UserControls\PDVControl.xaml,PixButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Pix]}",FormaPagamentoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0424,PDVControl,UserControls\PDVControl.xaml,DebitoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Debit]}",FormaPagamentoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0425,PDVControl,UserControls\PDVControl.xaml,CreditoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Credit]}",FormaPagamentoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0426,PDVControl,UserControls\PDVControl.xaml,MistoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Mixed]}",FormaPagamentoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0427,PDVControl,UserControls\PDVControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[OpenCash]}",AbrirCaixaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0428,PDVControl,UserControls\PDVControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[CashSupply]}",SuprimentoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0429,PDVControl,UserControls\PDVControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[CashWithdrawal]}",SangriaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0430,PDVControl,UserControls\PDVControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[CloseCash]}",FecharCaixaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0431,PDVControl,UserControls\PDVControl.xaml,ReimprimirUltimaVendaButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Reprint]}",ReimprimirUltimaVendaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0432,PDVControl,UserControls\PDVControl.xaml,CancelarUltimaVendaConcluidaButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[CancelCompletedSale]}",CancelarUltimaVendaConcluidaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0433,PDVControl,UserControls\PDVControl.xaml,EmitirNFeHomologacaoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[NfeHomologation]}",EmitirNFeHomologacaoButton_Click,Button,Médio,REQUIRES_EXTERNAL_DEPENDENCY,Dependência externa (SEFAZ / Certificado / WhatsApp)
BTN-0434,RelatoriosControl,UserControls\RelatoriosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Refresh]}",Atualizar_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0435,RelatoriosControl,UserControls\RelatoriosControl.xaml,,PDF,ExportarPDF_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0436,RelatoriosControl,UserControls\RelatoriosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Excel]}",ExportarExcel_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0437,RelatoriosControl,UserControls\RelatoriosControl.xaml,,Evidencias,ExportarEvidencias_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0438,RelatoriosControl,UserControls\RelatoriosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Print]}",Imprimir_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0439,RelatoriosControl,UserControls\RelatoriosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Favorites]}",Favoritos_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0440,RelatoriosControl,UserControls\RelatoriosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Save]}",Salvar_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0441,RelatoriosControl,UserControls\RelatoriosControl.xaml,,Executivo,ModoExecutivo_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0442,RelatoriosControl,UserControls\RelatoriosControl.xaml,,Tela cheia,TelaCheia_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0443,RelatoriosControl,UserControls\RelatoriosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Today]}",PeriodoRapido_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0444,RelatoriosControl,UserControls\RelatoriosControl.xaml,,Ontem,PeriodoRapido_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0445,RelatoriosControl,UserControls\RelatoriosControl.xaml,,7 dias,PeriodoRapido_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0446,RelatoriosControl,UserControls\RelatoriosControl.xaml,,30 dias,PeriodoRapido_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0447,RelatoriosControl,UserControls\RelatoriosControl.xaml,,Mês atual,PeriodoRapido_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0448,RelatoriosControl,UserControls\RelatoriosControl.xaml,,Mês anterior,PeriodoRapido_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0449,RelatoriosControl,UserControls\RelatoriosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Apply]}",AplicarFiltros_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0450,RelatoriosControl,UserControls\RelatoriosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Clear]}",LimparFiltros_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0451,RelatoriosControl,UserControls\RelatoriosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[QueryStatus]}",AplicarAuditoriaFiltros_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0452,RelatoriosControl,UserControls\RelatoriosControl.xaml,,Anterior,AuditoriaAnterior_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0453,RelatoriosControl,UserControls\RelatoriosControl.xaml,,Próxima,AuditoriaProxima_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0454,RelatoriosControl,UserControls\RelatoriosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[TryAgain]}",Atualizar_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0455,VeiculosControl,UserControls\VeiculosControl.xaml,NovoVeiculoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewVehicle]}",NovoVeiculoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0456,VeiculosControl,UserControls\VeiculosControl.xaml,AgendarVeiculoButton,Agendar,AgendarVeiculoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0457,VeiculosControl,UserControls\VeiculosControl.xaml,ExportarVeiculosButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Export]}",ExportarVeiculosButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0458,VeiculosControl,UserControls\VeiculosControl.xaml,ExcluirVeiculoButton,Excluir,ExcluirVeiculoButton_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0459,VeiculosControl,UserControls\VeiculosControl.xaml,LimparFiltrosVeiculosButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[ClearFilters]}",LimparFiltros_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0460,VeiculosControl,UserControls\VeiculosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[TryAgain]}",RetryVeiculosButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0461,VeiculosControl,UserControls\VeiculosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewVehicle]}",NovoVeiculoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0462,MainWindow,MainWindow.xaml,SidebarToggleButton,Alternar sidebar,SidebarToggleButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0463,MainWindow,MainWindow.xaml,MenuDashboard,"{Binding Source={StaticResource LocalizationHelper}, Path=Dashboard}",MenuDashboard_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0464,MainWindow,MainWindow.xaml,MenuAgendamento,"{Binding Source={StaticResource LocalizationHelper}, Path=Appointments}",MenuAgendamento_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0465,MainWindow,MainWindow.xaml,MenuOrcamentos,"{Binding Source={StaticResource LocalizationHelper}, Path=Quotes}",MenuOrcamentos_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0466,MainWindow,MainWindow.xaml,MenuOS,"{Binding Source={StaticResource LocalizationHelper}, Path=WorkOrders}",MenuOS_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0467,MainWindow,MainWindow.xaml,MenuOficinaKanban,"{Binding Source={StaticResource LocalizationHelper}, Path=Kanban}",MenuOficinaKanban_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0468,MainWindow,MainWindow.xaml,MenuPDV,"{Binding Source={StaticResource LocalizationHelper}, Path=Pdv}",MenuPDV_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0469,MainWindow,MainWindow.xaml,MenuImportarNFe,"{Binding Source={StaticResource LocalizationHelper}, Path=ImportNfe}",MenuImportarNFe_Click,Button,Médio,REQUIRES_EXTERNAL_DEPENDENCY,Dependência externa (SEFAZ / Certificado / WhatsApp)
BTN-0470,MainWindow,MainWindow.xaml,MenuFiscalOperacoes,"{Binding Source={StaticResource LocalizationHelper}, Path=FiscalOps}",MenuFiscalOperacoes_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0471,MainWindow,MainWindow.xaml,MenuClientes,"{Binding Source={StaticResource LocalizationHelper}, Path=Clients}",MenuClientes_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0472,MainWindow,MainWindow.xaml,MenuVeiculos,"{Binding Source={StaticResource LocalizationHelper}, Path=Vehicles}",MenuVeiculos_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0473,MainWindow,MainWindow.xaml,MenuAutoEletricaTecnica,"{Binding Source={StaticResource LocalizationHelper}, Path=Technical}",MenuAutoEletricaTecnica_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0474,MainWindow,MainWindow.xaml,MenuEstoque,"{Binding Source={StaticResource LocalizationHelper}, Path=Inventory}",MenuEstoque_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0475,MainWindow,MainWindow.xaml,MenuCatalogoPecas,"{Binding Source={StaticResource LocalizationHelper}, Path=PartsCatalog}",MenuCatalogoPecas_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0476,MainWindow,MainWindow.xaml,MenuFornecedores,"{Binding Source={StaticResource LocalizationHelper}, Path=Suppliers}",MenuFornecedores_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0477,MainWindow,MainWindow.xaml,MenuFuncionarios,"{Binding Source={StaticResource LocalizationHelper}, Path=Employees}",MenuFuncionarios_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0478,MainWindow,MainWindow.xaml,MenuFinanceiro,"{Binding Source={StaticResource LocalizationHelper}, Path=Finance}",MenuFinanceiro_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0479,MainWindow,MainWindow.xaml,MenuRelatorios,"{Binding Source={StaticResource LocalizationHelper}, Path=Reports}",MenuRelatorios_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0480,MainWindow,MainWindow.xaml,MenuConfiguracoes,"{Binding Source={StaticResource LocalizationHelper}, Path=Settings}",MenuConfiguracoes_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0481,MainWindow,MainWindow.xaml,MenuHelp,"{Binding Source={StaticResource LocalizationHelper}, Path=Help}",MenuHelp_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0482,MainWindow,MainWindow.xaml,MenuSair,"{Binding Source={StaticResource LocalizationHelper}, Path=Logout}",MenuSair_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0483,MainWindow,MainWindow.xaml,BackButton,"{Binding Source={StaticResource LocalizationHelper}, Path=Back}",BackButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0484,MainWindow,MainWindow.xaml,RefreshButton,"{Binding Source={StaticResource LocalizationHelper}, Path=Refresh}",RefreshButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0485,MainWindow,MainWindow.xaml,CommandCenterButton,Ctrl+K,CommandCenterButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0486,MainWindow,MainWindow.xaml,ThemeToggleButton,"{Binding Source={StaticResource LocalizationHelper}, Path=Theme}",ThemeToggleButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0487,MainWindow,MainWindow.xaml,DensityToggleButton,"{Binding Source={StaticResource LocalizationHelper}, Path=Comfort}",DensityToggleButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0488,MainWindow,MainWindow.xaml,ShellNotificationActionButton,ShellNotificationActionButton,ShellNotificationActionButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0489,MainWindow,MainWindow.xaml,ShellNotificationDismissButton,X,ShellNotificationDismissButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0490,EmptyStates,Themes\EmptyStates.xaml,,"{Binding ActionText, FallbackValue='Adicionar Novo'}",{Binding ActionCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0491,EmptyStates,Themes\EmptyStates.xaml,,Tentar Novamente,{Binding RetryCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0492,Inputs,Themes\Inputs.xaml,ToggleButton,ToggleButton,,ToggleButton,Baixo,PASS,Interação de navegação/consulta
BTN-0493,Inputs,Themes\Inputs.xaml,PART_Button,Abrir calendario,,Button,Baixo,PASS,Interação de navegação/consulta
