Arquivo,Origem,Destino,Obrigatório,Tipo,Preservar no Update?,Preservar no Uninstall?,Observação
cs\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/cs/System.Windows.Input.Manipulations.resources.dll,{app}/cs/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
cs\System.Xaml.resources.dll,publish/win-x64/cs/System.Xaml.resources.dll,{app}/cs/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
cs\UIAutomationClient.resources.dll,publish/win-x64/cs/UIAutomationClient.resources.dll,{app}/cs/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
cs\UIAutomationClientSideProviders.resources.dll,publish/win-x64/cs/UIAutomationClientSideProviders.resources.dll,{app}/cs/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
cs\UIAutomationProvider.resources.dll,publish/win-x64/cs/UIAutomationProvider.resources.dll,{app}/cs/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
cs\UIAutomationTypes.resources.dll,publish/win-x64/cs/UIAutomationTypes.resources.dll,{app}/cs/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
cs\WindowsBase.resources.dll,publish/win-x64/cs/WindowsBase.resources.dll,{app}/cs/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
Data\NFeTeste.xml,publish/win-x64/Data/NFeTeste.xml,{app}/Data/NFeTeste.xml,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Arquivo de runtime
Data\ProdutosIniciais.txt,publish/win-x64/Data/ProdutosIniciais.txt,{app}/Data/ProdutosIniciais.txt,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
de\Microsoft.Data.SqlClient.resources.dll,publish/win-x64/de/Microsoft.Data.SqlClient.resources.dll,{app}/de/Microsoft.Data.SqlClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\PdfSharpCore.resources.dll,publish/win-x64/de/PdfSharpCore.resources.dll,{app}/de/PdfSharpCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\PresentationCore.resources.dll,publish/win-x64/de/PresentationCore.resources.dll,{app}/de/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\PresentationFramework.resources.dll,publish/win-x64/de/PresentationFramework.resources.dll,{app}/de/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\PresentationUI.resources.dll,publish/win-x64/de/PresentationUI.resources.dll,{app}/de/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\ReachFramework.resources.dll,publish/win-x64/de/ReachFramework.resources.dll,{app}/de/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/de/System.Windows.Controls.Ribbon.resources.dll,{app}/de/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/de/System.Windows.Input.Manipulations.resources.dll,{app}/de/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\System.Xaml.resources.dll,publish/win-x64/de/System.Xaml.resources.dll,{app}/de/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\UIAutomationClient.resources.dll,publish/win-x64/de/UIAutomationClient.resources.dll,{app}/de/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\UIAutomationClientSideProviders.resources.dll,publish/win-x64/de/UIAutomationClientSideProviders.resources.dll,{app}/de/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\UIAutomationProvider.resources.dll,publish/win-x64/de/UIAutomationProvider.resources.dll,{app}/de/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\UIAutomationTypes.resources.dll,publish/win-x64/de/UIAutomationTypes.resources.dll,{app}/de/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
de\WindowsBase.resources.dll,publish/win-x64/de/WindowsBase.resources.dll,{app}/de/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
Docs\ATUALIZADOR_VERSAO.md,publish/win-x64/Docs/ATUALIZADOR_VERSAO.md,{app}/Docs/ATUALIZADOR_VERSAO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\AUDITORIA_CONFORMIDADE_LISTA_MESTRE_2026-06-15.md,publish/win-x64/Docs/AUDITORIA_CONFORMIDADE_LISTA_MESTRE_2026-06-15.md,{app}/Docs/AUDITORIA_CONFORMIDADE_LISTA_MESTRE_2026-06-15.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\AUDITORIA_ENTERPRISE_TOTAL_2026-06-15.md,publish/win-x64/Docs/AUDITORIA_ENTERPRISE_TOTAL_2026-06-15.md,{app}/Docs/AUDITORIA_ENTERPRISE_TOTAL_2026-06-15.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\BACKUP_E_RESTAURACAO.md,publish/win-x64/Docs/BACKUP_E_RESTAURACAO.md,{app}/Docs/BACKUP_E_RESTAURACAO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\CHANGELOG.md,publish/win-x64/Docs/CHANGELOG.md,{app}/Docs/CHANGELOG.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\CHECKLIST_FINAL_QUALIDADE_2026-06-11.md,publish/win-x64/Docs/CHECKLIST_FINAL_QUALIDADE_2026-06-11.md,{app}/Docs/CHECKLIST_FINAL_QUALIDADE_2026-06-11.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\DESIGN_SYSTEM.md,publish/win-x64/Docs/DESIGN_SYSTEM.md,{app}/Docs/DESIGN_SYSTEM.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ESTRATEGIA_ROLLBACK.md,publish/win-x64/Docs/ESTRATEGIA_ROLLBACK.md,{app}/Docs/ESTRATEGIA_ROLLBACK.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ESTUDO_FISCAL_NFE_NFCE.md,publish/win-x64/Docs/ESTUDO_FISCAL_NFE_NFCE.md,{app}/Docs/ESTUDO_FISCAL_NFE_NFCE.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\FORMULARIO_FEEDBACK_PILOTO.md,publish/win-x64/Docs/FORMULARIO_FEEDBACK_PILOTO.md,{app}/Docs/FORMULARIO_FEEDBACK_PILOTO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\GUIA_ADMINISTRADOR.md,publish/win-x64/Docs/GUIA_ADMINISTRADOR.md,{app}/Docs/GUIA_ADMINISTRADOR.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\GUIA_BACKUP.md,publish/win-x64/Docs/GUIA_BACKUP.md,{app}/Docs/GUIA_BACKUP.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\GUIA_RAPIDO.md,publish/win-x64/Docs/GUIA_RAPIDO.md,{app}/Docs/GUIA_RAPIDO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\GUIA_TESTES.md,publish/win-x64/Docs/GUIA_TESTES.md,{app}/Docs/GUIA_TESTES.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\IMPRESSAO_QA.md,publish/win-x64/Docs/IMPRESSAO_QA.md,{app}/Docs/IMPRESSAO_QA.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\LGPD_CHECKLIST.md,publish/win-x64/Docs/LGPD_CHECKLIST.md,{app}/Docs/LGPD_CHECKLIST.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\LICENCIAMENTO.md,publish/win-x64/Docs/LICENCIAMENTO.md,{app}/Docs/LICENCIAMENTO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\MANUAL_USUARIO.md,publish/win-x64/Docs/MANUAL_USUARIO.md,{app}/Docs/MANUAL_USUARIO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\PLANO_PILOTO_7_DIAS.md,publish/win-x64/Docs/PLANO_PILOTO_7_DIAS.md,{app}/Docs/PLANO_PILOTO_7_DIAS.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\POLITICA_PRIVACIDADE_RASCUNHO.md,publish/win-x64/Docs/POLITICA_PRIVACIDADE_RASCUNHO.md,{app}/Docs/POLITICA_PRIVACIDADE_RASCUNHO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\PROCESSO_RELEASE.md,publish/win-x64/Docs/PROCESSO_RELEASE.md,{app}/Docs/PROCESSO_RELEASE.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\RELATORIO_AUDITORIA_GERAL_PRIMOAUTOELETRICA.md,publish/win-x64/Docs/RELATORIO_AUDITORIA_GERAL_PRIMOAUTOELETRICA.md,{app}/Docs/RELATORIO_AUDITORIA_GERAL_PRIMOAUTOELETRICA.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\RELATORIO_IMPORTAR_NFE_PAGINA.md,publish/win-x64/Docs/RELATORIO_IMPORTAR_NFE_PAGINA.md,{app}/Docs/RELATORIO_IMPORTAR_NFE_PAGINA.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\RELATORIO_MELHORIA_VISUAL_TEMA_ESCURO.md,publish/win-x64/Docs/RELATORIO_MELHORIA_VISUAL_TEMA_ESCURO.md,{app}/Docs/RELATORIO_MELHORIA_VISUAL_TEMA_ESCURO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ROADMAP_PRODUTO_VENDAVEL.md,publish/win-x64/Docs/ROADMAP_PRODUTO_VENDAVEL.md,{app}/Docs/ROADMAP_PRODUTO_VENDAVEL.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ROTEIRO_QA_MANUAL_FINAL_PRIMOAUTOELETRICA.md,publish/win-x64/Docs/ROTEIRO_QA_MANUAL_FINAL_PRIMOAUTOELETRICA.md,{app}/Docs/ROTEIRO_QA_MANUAL_FINAL_PRIMOAUTOELETRICA.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\TERMOS_USO_RASCUNHO.md,publish/win-x64/Docs/TERMOS_USO_RASCUNHO.md,{app}/Docs/TERMOS_USO_RASCUNHO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\TESTE_SQLSERVER_REDE.md,publish/win-x64/Docs/TESTE_SQLSERVER_REDE.md,{app}/Docs/TESTE_SQLSERVER_REDE.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_065636.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_065636.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_065636.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_193924.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_193924.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_193924.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_193927.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_193927.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_193927.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_194136.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_194136.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_194136.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_194137.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_194137.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_194137.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_194139.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_194139.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_194139.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_194142.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_194142.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_194142.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_194143.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_194143.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_194143.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_200620.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_200620.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_200620.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_202112.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_202112.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_202112.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_202332.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_202332.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_202332.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260915_203356.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_203356.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260915_203356.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260916_064407.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260916_064407.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260916_064407.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ImportacoesCatalogo\RELATORIO_IMPORTACAO_CATALOGO_20260916_071316.md,publish/win-x64/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260916_071316.md,{app}/Docs/ImportacoesCatalogo/RELATORIO_IMPORTACAO_CATALOGO_20260916_071316.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ManualTecnico\01_ESTRUTURA_PROJETO.md,publish/win-x64/Docs/ManualTecnico/01_ESTRUTURA_PROJETO.md,{app}/Docs/ManualTecnico/01_ESTRUTURA_PROJETO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ManualTecnico\02_BANCO_DADOS_SERVICOS.md,publish/win-x64/Docs/ManualTecnico/02_BANCO_DADOS_SERVICOS.md,{app}/Docs/ManualTecnico/02_BANCO_DADOS_SERVICOS.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ManualTecnico\03_TESTES_PACOTE_RELEASE.md,publish/win-x64/Docs/ManualTecnico/03_TESTES_PACOTE_RELEASE.md,{app}/Docs/ManualTecnico/03_TESTES_PACOTE_RELEASE.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ManualTecnico\README.md,publish/win-x64/Docs/ManualTecnico/README.md,{app}/Docs/ManualTecnico/README.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ManualUsuario\01_INSTALACAO_E_PRIMEIRO_ACESSO.md,publish/win-x64/Docs/ManualUsuario/01_INSTALACAO_E_PRIMEIRO_ACESSO.md,{app}/Docs/ManualUsuario/01_INSTALACAO_E_PRIMEIRO_ACESSO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ManualUsuario\02_CADASTROS_CLIENTE_VEICULO_FUNCIONARIO.md,publish/win-x64/Docs/ManualUsuario/02_CADASTROS_CLIENTE_VEICULO_FUNCIONARIO.md,{app}/Docs/ManualUsuario/02_CADASTROS_CLIENTE_VEICULO_FUNCIONARIO.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ManualUsuario\03_ORCAMENTOS_OS_PDV_CAIXA.md,publish/win-x64/Docs/ManualUsuario/03_ORCAMENTOS_OS_PDV_CAIXA.md,{app}/Docs/ManualUsuario/03_ORCAMENTOS_OS_PDV_CAIXA.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ManualUsuario\04_NFE_BACKUP_RESTAURACAO_PERMISSOES.md,publish/win-x64/Docs/ManualUsuario/04_NFE_BACKUP_RESTAURACAO_PERMISSOES.md,{app}/Docs/ManualUsuario/04_NFE_BACKUP_RESTAURACAO_PERMISSOES.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
Docs\ManualUsuario\README.md,publish/win-x64/Docs/ManualUsuario/README.md,{app}/Docs/ManualUsuario/README.md,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
en\PrimoAutoEletrica.resources.dll,publish/win-x64/en/PrimoAutoEletrica.resources.dll,{app}/en/PrimoAutoEletrica.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\Microsoft.Data.SqlClient.resources.dll,publish/win-x64/es/Microsoft.Data.SqlClient.resources.dll,{app}/es/Microsoft.Data.SqlClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\PresentationCore.resources.dll,publish/win-x64/es/PresentationCore.resources.dll,{app}/es/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\PresentationFramework.resources.dll,publish/win-x64/es/PresentationFramework.resources.dll,{app}/es/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\PresentationUI.resources.dll,publish/win-x64/es/PresentationUI.resources.dll,{app}/es/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\PrimoAutoEletrica.resources.dll,publish/win-x64/es/PrimoAutoEletrica.resources.dll,{app}/es/PrimoAutoEletrica.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\ReachFramework.resources.dll,publish/win-x64/es/ReachFramework.resources.dll,{app}/es/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/es/System.Windows.Controls.Ribbon.resources.dll,{app}/es/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/es/System.Windows.Input.Manipulations.resources.dll,{app}/es/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\System.Xaml.resources.dll,publish/win-x64/es/System.Xaml.resources.dll,{app}/es/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\UIAutomationClient.resources.dll,publish/win-x64/es/UIAutomationClient.resources.dll,{app}/es/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\UIAutomationClientSideProviders.resources.dll,publish/win-x64/es/UIAutomationClientSideProviders.resources.dll,{app}/es/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\UIAutomationProvider.resources.dll,publish/win-x64/es/UIAutomationProvider.resources.dll,{app}/es/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\UIAutomationTypes.resources.dll,publish/win-x64/es/UIAutomationTypes.resources.dll,{app}/es/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
es\WindowsBase.resources.dll,publish/win-x64/es/WindowsBase.resources.dll,{app}/es/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\Microsoft.Data.SqlClient.resources.dll,publish/win-x64/fr/Microsoft.Data.SqlClient.resources.dll,{app}/fr/Microsoft.Data.SqlClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\PresentationCore.resources.dll,publish/win-x64/fr/PresentationCore.resources.dll,{app}/fr/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
