arquivo,linha,método,campo,tabela,tipo,classificação,ação necessária,status
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1735,ObterMetas,Valor,AgendamentoServicos,LerDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1736,ObterMetas,Valor,AgendamentoServicos,LerDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1737,ObterMetas,PercentualAtingido,Metas,LerDecimal,C,Preservar leitura numerica padrao (Metas.PercentualAtingido),PROTECTED_NON_MONETARY
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1762,ObterMetas,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1763,ObterMetas,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,2042,ObterTimeline,Valor,AgendamentoServicos,LerDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,2631,LerDecimal,N/A,N/A,LerDecimal,A,Atualizar helper para delegar a MoneyIO / CentsV1,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,2635,LerDecimal,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,2684,ConverterParaDecimal,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioExportService.cs,82,ExportarParaPDF,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioExportService.cs,83,ExportarParaPDF,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioExportService.cs,95,ExportarParaPDF,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\SystemConfigurationService.cs,368,FromValues,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\SystemConfigurationService.cs,447,ReadDecimal,N/A,N/A,ReadDecimal,A,Atualizar helper para delegar a MoneyIO / CentsV1,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\VendaComprovanteService.cs,113,CriarResumoOperacional,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\VendaService.cs,435,ObterItensDaVenda,PrecoCompra,Produtos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (Produtos.PrecoCompra),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\VendaService.cs,439,ObterItensDaVenda,PrecoUnitario,AgendamentoProdutos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoProdutos.PrecoUnitario),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\VendaService.cs,440,ObterItensDaVenda,CustoUnitario,OrdemServicoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrdemServicoItens.CustoUnitario),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\VendaService.cs,441,ObterItensDaVenda,Desconto,OrcamentoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Desconto),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\VendaService.cs,491,ObterVendaInterna,Total,Orcamentos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (Orcamentos.Total),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\VendaService.cs,493,ObterVendaInterna,Desconto,OrcamentoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Desconto),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\VendaService.cs,557,static,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\VendaService.cs,571,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\VendaService.cs,634,ReadDecimal,N/A,N/A,ReadDecimal,A,Atualizar helper para delegar a MoneyIO / CentsV1,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\VendaService.cs,636,ReadDecimal,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\Fiscal\FiscalDocumentValidator.cs,170,ValidateTotais,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\UserControls\ClientesControl.xaml.cs,180,AtualizarPainelLateral,Desconto,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\UserControls\EstoqueControl.xaml.cs,246,AtualizarMetricas,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\UserControls\EstoqueControl.xaml.cs,1401,AplicarCurvaAbc,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs,241,AtualizarCards,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs,242,AtualizarCards,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\UserControls\OrdensServicoControl.xaml.cs,189,AtualizarIndicadores,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\UserControls\OrdensServicoControl.xaml.cs,1547,OrdemServicoPainelItemViewModel,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\UserControls\OrdensServicoControl.xaml.cs,1551,OrdemServicoPainelItemViewModel,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\UserControls\OrdensServicoControl.xaml.cs,1553,OrdemServicoPainelItemViewModel,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\UserControls\PDVControl.Helpers.xaml.cs,165,AtualizarResumoVendasSuspensas,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\UserControls\PDVControl.Helpers.xaml.cs,369,CloneItemVenda,Desconto,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\AgendamentosViewModel.cs,706,CarregarDashboard,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\AgendamentosViewModel.cs,2251,CriarVendaDoAgendamento,Subtotal,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\DashboardViewModel.cs,345,CarregarRevenueBarsAsync,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\DashboardViewModel.cs,447,SumVendasMesAsync,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\DashboardViewModel.cs,456,strftime,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\EstoqueViewModel.cs,134,EnriquecerExibicao,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\EstoqueViewModel.cs,166,AtualizarEstatisticas,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,369,CarregarDadosIniciais,Valor,AgendamentoServicos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,370,CarregarDadosIniciais,Valor,AgendamentoServicos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,374,CarregarDadosIniciais,Valor,AgendamentoServicos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,375,CarregarDadosIniciais,Valor,AgendamentoServicos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,440,CarregarDadosIniciais,Valor,AgendamentoServicos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,445,CarregarDadosIniciais,Valor,AgendamentoServicos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,456,CarregarDadosIniciais,Valor,AgendamentoServicos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,520,CarregarDadosIniciais,Valor,AgendamentoServicos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,617,CarregarDadosGraficos,Valor,AgendamentoServicos,Convert.ToDouble,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,619,CarregarDadosGraficos,Valor,AgendamentoServicos,Convert.ToDouble,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,641,CarregarDadosGraficos,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,642,CarregarDadosGraficos,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,643,CarregarDadosGraficos,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,660,CarregarDadosGraficos,Valor,AgendamentoServicos,Convert.ToDouble,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,675,CarregarDadosGraficos,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,687,CarregarDadosGraficos,Valor,AgendamentoServicos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,918,RecalcularAlertasDivergencia,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,929,RecalcularAlertasDivergencia,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,940,RecalcularAlertasDivergencia,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,979,RecalcularAlertasDivergencia,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,1162,AtualizarPulseFinanceiro,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,1163,AtualizarPulseFinanceiro,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,1222,ContemTexto,Valor,AgendamentoServicos,Convert.ToDouble,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\FinanceiroViewModel.cs,1253,TipoMovimentoEh,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\OrcamentosViewModel.cs,262,AtualizarDashboard,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\OrcamentosViewModel.cs,276,AtualizarDashboard,LucroEstimado,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\OrcamentosViewModel.cs,424,CalcularTotais,Subtotal,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\OrcamentosViewModel.cs,426,CalcularTotais,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\OrcamentosViewModel.cs,427,CalcularTotais,LucroEstimado,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\OrcamentosViewModel.cs,504,DuplicarOrcamento,Subtotal,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\OrcamentosViewModel.cs,508,DuplicarOrcamento,LucroEstimado,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\OrcamentosViewModel.cs,643,ConverterEmOrdemServico,Subtotal,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\OrcamentosViewModel.cs,767,SelecionarOrcamento,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\PDVViewModel.cs,199,AtualizarTotal,Subtotal,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\PDVViewModel.cs,200,AtualizarTotal,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\RelatoriosModernoViewModel.cs,388,AtualizarResumos,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosModernoViewModel.cs,392,AtualizarResumos,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosModernoViewModel.cs,399,AtualizarResumos,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,343,CarregarDadosFinanceiros,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,355,CarregarDadosVendas,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,357,CarregarDadosVendas,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,363,CarregarDadosVendas,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,367,CarregarDadosVendas,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,394,CarregarDadosClientes,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,609,AplicarSnapshot,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,612,AplicarSnapshot,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,613,AplicarSnapshot,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,618,AplicarSnapshot,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,624,AplicarSnapshot,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,627,AplicarSnapshot,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,683,CriarResumoCurvaAbc,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,684,CriarResumoCurvaAbc,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,715,CriarResumoMargemProdutos,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,716,CriarResumoMargemProdutos,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,758,CriarResumoInadimplenciaDetalhada,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,785,CriarResumoConciliacaoFinanceira,TotalVendas,CaixaSessoes,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,786,CriarResumoConciliacaoFinanceira,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,800,CriarResumoOrdensServico,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,801,CriarResumoOrdensServico,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,830,CriarResumoServicosOperacionais,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,831,CriarResumoServicosOperacionais,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,838,CalcularMargemGeral,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,844,CalcularMargemGeral,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,1483,ObterPagamentosFornecedores,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\ViewModels\RelatoriosViewModel.cs,1560,ObterPagamentosFornecedores,Valor,AgendamentoServicos,AVG_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\AjusteEstoqueWindow.xaml.cs,647,AtualizarResumo,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\AjusteEstoqueWindow.xaml.cs,658,AtualizarResumo,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Views\AjusteEstoqueWindow.xaml.cs,737,AtualizarResumoPreco,PrecoVenda,Produtos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\AjusteEstoqueWindow.xaml.cs,738,AtualizarResumoPreco,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Views\HistoricoClienteWindow.xaml.cs,92,CarregarDadosReais,Desconto,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\HistoricoClienteWindow.xaml.cs,367,ConverterDecimal,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Views\NovoOrcamentoWindow.xaml.cs,378,CalcularTotais,Subtotal,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\NovoOrcamentoWindow.xaml.cs,386,CalcularTotais,LucroEstimado,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\OrdemServicoWindow.xaml.cs,345,CriarTermoAutorizacaoPadrao,Desconto,OrcamentoItens,LerDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Desconto),REQUIRES_CONVERSION
PrimoAutoEletrica\Views\OrdemServicoWindow.xaml.cs,951,AtualizarTotais,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\OrdemServicoWindow.xaml.cs,955,AtualizarTotais,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\OrdemServicoWindow.xaml.cs,957,AtualizarTotais,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\OrdemServicoWindow.xaml.cs,958,AtualizarTotais,Desconto,OrcamentoItens,LerDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Desconto),REQUIRES_CONVERSION
PrimoAutoEletrica\Views\OrdemServicoWindow.xaml.cs,969,ValidarDadosComerciaisDaTela,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\OrdemServicoWindow.xaml.cs,970,ValidarDadosComerciaisDaTela,Desconto,OrcamentoItens,LerDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Desconto),REQUIRES_CONVERSION
PrimoAutoEletrica\Views\OrdemServicoWindow.xaml.cs,1112,LerDecimal,N/A,N/A,LerDecimal,A,Atualizar helper para delegar a MoneyIO / CentsV1,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\PagamentoMistoWindow.xaml.cs,47,ConfirmarButton_Click,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\PagamentoMistoWindow.xaml.cs,87,AtualizarConferencia,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\SelecionarOrcamentoWindow.xaml.cs,154,AtualizarResumo,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\VisualizarVeiculoWindow.xaml.cs,111,CarregarResumoTecnicoOs,Desconto,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Views\VisualizarVeiculoWindow.xaml.cs,196,CarregarHistoricoOS,Desconto,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
