Table,Column,RowIndex,LegacyReal,ExpectedCents,ShadowCents,RoundtripDecimal,Difference,Status
Orcamentos,Acrescimo,7,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,8,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,9,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,10,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,11,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,12,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,13,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,14,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,15,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,16,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,17,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,18,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,19,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,20,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,21,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,22,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,23,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,24,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,25,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,26,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,27,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,28,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,29,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,30,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,31,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,32,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,33,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,34,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,35,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,36,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,37,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,38,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,39,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,40,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,41,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,42,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,43,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,44,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,45,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,46,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,47,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,48,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,49,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,50,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,51,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,52,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,53,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,54,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,55,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,56,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,57,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,58,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,59,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,60,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,61,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,62,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,63,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,64,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,65,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,66,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,67,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,68,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,69,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,70,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,71,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,72,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,73,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,74,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,75,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,76,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,77,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,78,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,79,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,80,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,81,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,82,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,83,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,84,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,85,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,86,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,87,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,88,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,89,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,90,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,91,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,92,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,93,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,94,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,95,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,96,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,97,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,98,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,99,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,100,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,101,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,102,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,103,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,104,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,105,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,106,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,107,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,108,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,109,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,110,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,111,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,112,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,113,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,114,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,115,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,116,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,117,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,118,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,119,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,120,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,121,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,122,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,123,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,124,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,125,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,126,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,127,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,128,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,129,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,130,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,131,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,132,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,133,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,134,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,135,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,136,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,137,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,138,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,139,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,140,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,141,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,142,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,143,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,144,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,145,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,146,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,147,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,148,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,149,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,150,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,151,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,152,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,153,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,154,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,155,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,156,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,157,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,158,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,159,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,160,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,161,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,162,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,163,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,164,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,165,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,166,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,167,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,168,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,169,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,170,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,171,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,172,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,173,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,174,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,175,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,176,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,177,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,178,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,179,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,180,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,181,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,182,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,183,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,184,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,185,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,186,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,187,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,188,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,189,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,190,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,191,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,192,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,193,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,194,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,195,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,196,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,197,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,198,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,199,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,200,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,201,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,202,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,203,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,204,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,205,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,206,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,207,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,208,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,209,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,210,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,211,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,212,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,213,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,214,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,215,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,216,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,217,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,218,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,219,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,220,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,221,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,222,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,223,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,224,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,225,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,226,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,227,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,228,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,229,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,230,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,231,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,232,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,233,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,234,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,235,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,236,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,237,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,238,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,239,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,240,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,241,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,242,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,243,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,244,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,245,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,246,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,247,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,248,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,249,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,250,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,251,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,252,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,253,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,254,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,255,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,256,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,257,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,258,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,259,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,260,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,261,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,262,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,263,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,264,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,265,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,266,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,267,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,268,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,269,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,270,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,271,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,272,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,273,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,274,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,275,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,276,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,277,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,278,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,279,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,280,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,281,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,282,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,283,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,284,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,285,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,286,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,287,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,288,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,289,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,290,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,291,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,292,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,293,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,294,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,295,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,296,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,297,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,298,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,299,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,300,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,301,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,302,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,303,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,304,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,305,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,306,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,307,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,308,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,309,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,310,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,311,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,312,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,313,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,314,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,315,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,316,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,317,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,318,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,319,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,320,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,321,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,322,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,323,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,324,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Total,0,120.0,12000,12000,120,0.00,PASS
Orcamentos,Total,1,80.0,8000,8000,80,0.00,PASS
Orcamentos,Total,2,180.0,18000,18000,180,0.00,PASS
Orcamentos,Total,3,120.0,12000,12000,120,0.00,PASS
Orcamentos,Total,4,120.0,12000,12000,120,0.00,PASS
Orcamentos,Total,5,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,6,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,7,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,8,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,9,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,10,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,11,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,12,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,13,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,14,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,15,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,16,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,17,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,18,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,19,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,20,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,21,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,22,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,23,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,24,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,25,825.0,82500,82500,825,0.00,PASS
Orcamentos,Total,26,870.0,87000,87000,870,0.00,PASS
Orcamentos,Total,27,935.0,93500,93500,935,0.00,PASS
Orcamentos,Total,28,980.0,98000,98000,980,0.00,PASS
Orcamentos,Total,29,1045.0,104500,104500,1045,0.00,PASS
Orcamentos,Total,30,1090.0,109000,109000,1090,0.00,PASS
Orcamentos,Total,31,1155.0,115500,115500,1155,0.00,PASS
Orcamentos,Total,32,1200.0,120000,120000,1200,0.00,PASS
Orcamentos,Total,33,1265.0,126500,126500,1265,0.00,PASS
Orcamentos,Total,34,1310.0,131000,131000,1310,0.00,PASS
Orcamentos,Total,35,735.0,73500,73500,735,0.00,PASS
Orcamentos,Total,36,770.0,77000,77000,770,0.00,PASS
Orcamentos,Total,37,825.0,82500,82500,825,0.00,PASS
Orcamentos,Total,38,860.0,86000,86000,860,0.00,PASS
Orcamentos,Total,39,915.0,91500,91500,915,0.00,PASS
Orcamentos,Total,40,950.0,95000,95000,950,0.00,PASS
