Table,Column,RowIndex,OldReal,ExpectedCents,NewCents,RoundtripDecimal,Difference,Status
Agendamentos,ValorEstimado,3,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorEstimado,4,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorEstimado,5,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorEstimado,6,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorEstimado,7,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorEstimado,8,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorEstimado,9,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorReal,0,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorReal,1,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorReal,2,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorReal,3,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorReal,4,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorReal,5,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorReal,6,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorReal,7,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorReal,8,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorReal,9,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorPago,0,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorPago,1,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorPago,2,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorPago,3,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorPago,4,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorPago,5,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorPago,6,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorPago,7,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorPago,8,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorPago,9,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorProdutos,0,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorProdutos,1,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorProdutos,2,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorProdutos,3,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorProdutos,4,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorProdutos,5,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorProdutos,6,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorProdutos,7,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorProdutos,8,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorProdutos,9,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorServicos,0,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorServicos,1,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorServicos,2,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorServicos,3,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorServicos,4,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorServicos,5,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorServicos,6,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorServicos,7,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorServicos,8,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorServicos,9,NULL,NULL,NULL,NULL,0.00,PASS
CaixaSessoes,ValorAbertura,0,200.0,20000,20000,200,0.00,PASS
CaixaSessoes,ValorEsperado,0,200.0,20000,20000,200,0.00,PASS
CaixaSessoes,ValorInformadoFechamento,0,200.0,20000,20000,200,0.00,PASS
CaixaSessoes,TotalVendas,0,0.0,0,0,0,0.00,PASS
CaixaSessoes,TotalSangrias,0,0.0,0,0,0,0.00,PASS
CaixaSessoes,TotalSuprimentos,0,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorMovimento,0,0.01,1,1,0.01,0.00,PASS
MovimentacoesCaixa,ValorMovimento,1,0.05,5,5,0.05,0.00,PASS
MovimentacoesCaixa,ValorMovimento,2,0.1,10,10,0.1,0.00,PASS
MovimentacoesCaixa,ValorMovimento,3,1.23,123,123,1.23,0.00,PASS
MovimentacoesCaixa,ValorMovimento,4,9.99,999,999,9.99,0.00,PASS
MovimentacoesCaixa,ValorMovimento,5,10.01,1001,1001,10.01,0.00,PASS
MovimentacoesCaixa,ValorMovimento,6,99.99,9999,9999,99.99,0.00,PASS
MovimentacoesCaixa,ValorMovimento,7,100.01,10001,10001,100.01,0.00,PASS
MovimentacoesCaixa,ValorMovimento,8,1005.67,100567,100567,1005.67,0.00,PASS
MovimentacoesCaixa,ValorMovimento,9,10000.99,1000099,1000099,10000.99,0.00,PASS
MovimentacoesCaixa,ValorMovimento,10,150.0,15000,15000,150,0.00,PASS
MovimentacoesCaixa,ValorInicial,0,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorInicial,1,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorInicial,2,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorInicial,3,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorInicial,4,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorInicial,5,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorInicial,6,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorInicial,7,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorInicial,8,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorInicial,9,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorInicial,10,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorFinal,0,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorFinal,1,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorFinal,2,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorFinal,3,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorFinal,4,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorFinal,5,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorFinal,6,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorFinal,7,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorFinal,8,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorFinal,9,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,ValorFinal,10,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Sangrias,0,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Sangrias,1,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Sangrias,2,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Sangrias,3,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Sangrias,4,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Sangrias,5,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Sangrias,6,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Sangrias,7,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Sangrias,8,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Sangrias,9,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Sangrias,10,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Suprimentos,0,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Suprimentos,1,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Suprimentos,2,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Suprimentos,3,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Suprimentos,4,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Suprimentos,5,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Suprimentos,6,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Suprimentos,7,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Suprimentos,8,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Suprimentos,9,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Suprimentos,10,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Diferenca,0,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Diferenca,1,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Diferenca,2,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Diferenca,3,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Diferenca,4,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Diferenca,5,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Diferenca,6,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Diferenca,7,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Diferenca,8,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Diferenca,9,0.0,0,0,0,0.00,PASS
MovimentacoesCaixa,Diferenca,10,0.0,0,0,0,0.00,PASS
